House,Model,Appliance,Time,MAE,MAPE,RMSE,MSE,FECA
0,LDA_HP,kitchen,6.194899320602417,0.22371364653243847,11.633109619686174,0.662177277776563,0.43847874720357943,0.15254237288135597
0,LDA_STHP,kitchen,25.118792295455933,0.2214765100671141,11.409395973153758,0.6604858898858136,0.436241610738255,0.1610169491525424
0,LDA_SKANTHP,kitchen,24.517109155654907,0.13646532438478748,7.1588366890376385,0.5159643780084066,0.2662192393736018,0.48305084745762716
0,LNDA_HP,kitchen,15.962567567825317,0.12080536912751678,6.4876957494403475,0.48235069440577777,0.232662192393736,0.5423728813559322
0,LNDA_STHP,kitchen,40.40686750411987,0.06711409395973154,3.5794183445188144,0.3602137073860659,0.1297539149888143,0.7457627118644068
0,LNDA_SKANTHP,kitchen,40.37907552719116,0.10738255033557047,5.816554809843065,0.4536700946831777,0.2058165548098434,0.5932203389830508
0,LDA_HP,lights,6.194899320602417,0.4317673378076063,25.727069351228728,0.8836066016040228,0.7807606263982103,0.07211538461538458
0,LDA_STHP,lights,25.118792295455933,0.3221476510067114,19.686800894853246,0.7567740317446434,0.5727069351230425,0.3076923076923077
0,LDA_SKANTHP,lights,24.517109155654907,0.27740492170022374,16.331096196866948,0.7110505194170882,0.5055928411633109,0.40384615384615385
0,LNDA_HP,lights,15.962567567825317,0.3512304250559284,21.252796420580225,0.7928652765483882,0.6286353467561522,0.2451923076923077
0,LNDA_STHP,lights,40.40686750411987,0.1610738255033557,9.395973154361812,0.5434169793287829,0.2953020134228188,0.6538461538461539
0,LNDA_SKANTHP,lights,40.37907552719116,0.18344519015659955,10.961968680088757,0.575409590524879,0.33109619686800895,0.6057692307692308
0,LDA_HP,elec,6.194899320602417,0.32662192393736017,23.26621923937175,0.7173154027515432,0.5145413870246085,0.10429447852760731
0,LDA_STHP,elec,25.118792295455933,0.2953020134228188,21.47651006711235,0.6755559480355232,0.4563758389261745,0.1901840490797546
0,LDA_SKANTHP,elec,24.517109155654907,0.22595078299776286,17.002237136463908,0.5812121869541124,0.3378076062639821,0.3803680981595092
0,LNDA_HP,elec,15.962567567825317,0.16331096196868009,11.633109619685873,0.5072185855351756,0.25727069351230425,0.5521472392638036
0,LNDA_STHP,elec,40.40686750411987,0.1297539149888143,9.843400447426466,0.4386271036061236,0.19239373601789708,0.6441717791411044
0,LNDA_SKANTHP,elec,40.37907552719116,0.10961968680089486,8.277404921699533,0.4041175100990801,0.16331096196868009,0.6993865030674846
0,LDA_HP,washer,6.194899320602417,0.03131991051454139,2.460850111856611,0.2115247723234508,0.0447427293064877,0.06666666666666665
0,LDA_STHP,washer,25.118792295455933,0.029082774049217,2.4608501118565997,0.19501620422548108,0.03803131991051454,0.1333333333333333
0,LDA_SKANTHP,washer,24.517109155654907,0.017897091722595078,1.565995525726924,0.1495706008988526,0.02237136465324385,0.4666666666666667
0,LNDA_HP,washer,15.962567567825317,0.029082774049217,2.4608501118565997,0.19501620422548108,0.03803131991051454,0.1333333333333333
0,LNDA_STHP,washer,40.40686750411987,0.020134228187919462,1.5659955257269356,0.17053672346218277,0.029082774049217,0.4
0,LNDA_SKANTHP,washer,40.37907552719116,0.015659955257270694,1.118568232662103,0.15687096964884303,0.024608501118568233,0.5333333333333333
1,LDA_HP,kitchen,6.194899320602417,1.5682326621923937,79.86577181207639,1.7627769428760889,3.1073825503355703,0.0788436268068331
1,LDA_STHP,kitchen,25.118792295455933,1.29082774049217,66.2192393735983,1.5962764278170851,2.548098434004474,0.24178712220762155
1,LDA_SKANTHP,kitchen,24.517109155654907,1.196868008948546,61.52125279641732,1.5362873985414403,2.360178970917226,0.29697766097240474
1,LNDA_HP,kitchen,15.962567567825317,0.901565995525727,46.53243847874474,1.3319343891506958,1.774049217002237,0.4704336399474376
1,LNDA_STHP,kitchen,40.40686750411987,0.6152125279642058,31.991051454136983,1.0980967875419012,1.2058165548098434,0.6386333771353483
1,LNDA_SKANTHP,kitchen,40.37907552719116,0.6845637583892618,35.346756152123405,1.1604982344343655,1.3467561521252795,0.5978975032851511
1,LDA_HP,lights,6.194899320602417,0.4228187919463087,23.48993288590463,0.8936765176062339,0.7986577181208053,0.12903225806451613
1,LDA_STHP,lights,25.118792295455933,0.4004474272930649,22.37136465324249,0.8682827815949811,0.7539149888143176,0.1751152073732719
1,LDA_SKANTHP,lights,24.517109155654907,0.3087248322147651,17.002237136464316,0.7655911140517428,0.5861297539149888,0.3640552995391705
1,LNDA_HP,lights,15.962567567825317,0.26174496644295303,14.54138702460763,0.7031409238813291,0.49440715883668906,0.4608294930875576
1,LNDA_STHP,lights,40.40686750411987,0.23937360178970918,13.199105145413087,0.6738981395291502,0.4541387024608501,0.5069124423963134
1,LNDA_SKANTHP,lights,40.37907552719116,0.17225950782997762,9.619686800894273,0.5695478798766929,0.3243847874720358,0.6451612903225806
1,LDA_HP,elec,6.194899320602417,0.06935123042505593,4.69798657718085,0.3377779740177616,0.11409395973154363,0.16216216216216217
1,LDA_STHP,elec,25.118792295455933,0.04697986577181208,3.5794183445187135,0.26334621779143885,0.06935123042505593,0.43243243243243246
1,LDA_SKANTHP,elec,24.517109155654907,0.0447427293064877,2.908277404921488,0.2757945608981966,0.07606263982102908,0.45945945945945943
1,LNDA_HP,elec,15.962567567825317,0.06263982102908278,4.026845637583602,0.32769276820761617,0.10738255033557047,0.2432432432432432
1,LNDA_STHP,elec,40.40686750411987,0.029082774049217,2.0134228187917897,0.21674839277792138,0.04697986577181208,0.6486486486486487
